,NAME,index_right,RTE,DIR,KEYITEM,RTE_DESC,DIR_DESC,ROUTE,TYPE
55,CPO 4B BULL MTN,165,094,1,0941,Pacific Hwy/Sherwood,To Tigard and Portland,94,BUS
126,HILLSDALE,165,094,1,0941,Pacific Hwy/Sherwood,To Tigard and Portland,94,BUS
186,CPO 4K,165,094,1,0941,Pacific Hwy/Sherwood,To Tigard and Portland,94,BUS
188,CPO 5 SHERWOOD-TUALATIN N,165,094,1,0941,Pacific Hwy/Sherwood,To Tigard and Portland,94,BUS
190,RIVERPARK,165,094,1,0941,Pacific Hwy/Sherwood,To Tigard and Portland,94,BUS
191,CPO 5,165,094,1,0941,Pacific Hwy/Sherwood,To Tigard and Portland,94,BUS
213,WEST PORTLAND PARK,165,094,1,0941,Pacific Hwy/Sherwood,To Tigard and Portland,94,BUS
235,PORTLAND DOWNTOWN,165,094,1,0941,Pacific Hwy/Sherwood,To Tigard and Portland,94,BUS
246,CPO 4M METZGER,165,094,1,0941,Pacific Hwy/Sherwood,To Tigard and Portland,94,BUS
274,MULTNOMAH,165,094,1,0941,Pacific Hwy/Sherwood,To Tigard and Portland,94,BUS
301,SOUTH PORTLAND,165,094,1,0941,Pacific Hwy/Sherwood,To Tigard and Portland,94,BUS
302,HOMESTEAD,165,094,1,0941,Pacific Hwy/Sherwood,To Tigard and Portland,94,BUS
313,SOUTH BURLINGAME,165,094,1,0941,Pacific Hwy/Sherwood,To Tigard and Portland,94,BUS
331,CRESTWOOD,165,094,1,0941,Pacific Hwy/Sherwood,To Tigard and Portland,94,BUS
24,FAR SOUTHWEST,113,064,1,0641,Marquam Hill/Tigard,To Marquam Hill,64,BUS
55,CPO 4B BULL MTN,113,064,1,0641,Marquam Hill/Tigard,To Marquam Hill,64,BUS
126,HILLSDALE,113,064,1,0641,Marquam Hill/Tigard,To Marquam Hill,64,BUS
198,ASHCREEK,113,064,1,0641,Marquam Hill/Tigard,To Marquam Hill,64,BUS
213,WEST PORTLAND PARK,113,064,1,0641,Marquam Hill/Tigard,To Marquam Hill,64,BUS
246,CPO 4M METZGER,113,064,1,0641,Marquam Hill/Tigard,To Marquam Hill,64,BUS
274,MULTNOMAH,113,064,1,0641,Marquam Hill/Tigard,To Marquam Hill,64,BUS
302,HOMESTEAD,113,064,1,0641,Marquam Hill/Tigard,To Marquam Hill,64,BUS
331,CRESTWOOD,113,064,1,0641,Marquam Hill/Tigard,To Marquam Hill,64,BUS
409,HAYHURST,113,064,1,0641,Marquam Hill/Tigard,To Marquam Hill,64,BUS
24,FAR SOUTHWEST,19,012,1,0121,Barbur/Sandy Blvd,To Parkrose/Sumner Transit Center,12,BUS
55,CPO 4B BULL MTN,19,012,1,0121,Barbur/Sandy Blvd,To Parkrose/Sumner Transit Center,12,BUS
101,SUMNER ASSOCIATION OF NEIGHBORS,19,012,1,0121,Barbur/Sandy Blvd,To Parkrose/Sumner Transit Center,12,BUS
120,MADISON SOUTH,19,012,1,0121,Barbur/Sandy Blvd,To Parkrose/Sumner Transit Center,12,BUS
126,HILLSDALE,19,012,1,0121,Barbur/Sandy Blvd,To Parkrose/Sumner Transit Center,12,BUS
182,PARKROSE,19,012,1,0121,Barbur/Sandy Blvd,To Parkrose/Sumner Transit Center,12,BUS
209,ROSE CITY PARK,19,012,1,0121,Barbur/Sandy Blvd,To Parkrose/Sumner Transit Center,12,BUS
213,WEST PORTLAND PARK,19,012,1,0121,Barbur/Sandy Blvd,To Parkrose/Sumner Transit Center,12,BUS
219,GRANT PARK/HOLLYWOOD,19,012,1,0121,Barbur/Sandy Blvd,To Parkrose/Sumner Transit Center,12,BUS
220,HOLLYWOOD,19,012,1,0121,Barbur/Sandy Blvd,To Parkrose/Sumner Transit Center,12,BUS
226,LAURELHURST,19,012,1,0121,Barbur/Sandy Blvd,To Parkrose/Sumner Transit Center,12,BUS
230,KERNS,19,012,1,0121,Barbur/Sandy Blvd,To Parkrose/Sumner Transit Center,12,BUS
235,PORTLAND DOWNTOWN,19,012,1,0121,Barbur/Sandy Blvd,To Parkrose/Sumner Transit Center,12,BUS
246,CPO 4M METZGER,19,012,1,0121,Barbur/Sandy Blvd,To Parkrose/Sumner Transit Center,12,BUS
264,ROSEWAY,19,012,1,0121,Barbur/Sandy Blvd,To Parkrose/Sumner Transit Center,12,BUS
274,MULTNOMAH,19,012,1,0121,Barbur/Sandy Blvd,To Parkrose/Sumner Transit Center,12,BUS
276,OLD TOWN/ CHINATOWN,19,012,1,0121,Barbur/Sandy Blvd,To Parkrose/Sumner Transit Center,12,BUS
283,BUCKMAN COMMUNITY ASSOCIATION,19,012,1,0121,Barbur/Sandy Blvd,To Parkrose/Sumner Transit Center,12,BUS
301,SOUTH PORTLAND,19,012,1,0121,Barbur/Sandy Blvd,To Parkrose/Sumner Transit Center,12,BUS
302,HOMESTEAD,19,012,1,0121,Barbur/Sandy Blvd,To Parkrose/Sumner Transit Center,12,BUS
313,SOUTH BURLINGAME,19,012,1,0121,Barbur/Sandy Blvd,To Parkrose/Sumner Transit Center,12,BUS
331,CRESTWOOD,19,012,1,0121,Barbur/Sandy Blvd,To Parkrose/Sumner Transit Center,12,BUS
24,FAR SOUTHWEST,17,012,0,0120,Barbur/Sandy Blvd,To Tigard Transit Center,12,BUS
55,CPO 4B BULL MTN,17,012,0,0120,Barbur/Sandy Blvd,To Tigard Transit Center,12,BUS
68,SULLIVAN'S GULCH / GRANT PARK,17,012,0,0120,Barbur/Sandy Blvd,To Tigard Transit Center,12,BUS
101,SUMNER ASSOCIATION OF NEIGHBORS,17,012,0,0120,Barbur/Sandy Blvd,To Tigard Transit Center,12,BUS
120,MADISON SOUTH,17,012,0,0120,Barbur/Sandy Blvd,To Tigard Transit Center,12,BUS
126,HILLSDALE,17,012,0,0120,Barbur/Sandy Blvd,To Tigard Transit Center,12,BUS
182,PARKROSE,17,012,0,0120,Barbur/Sandy Blvd,To Tigard Transit Center,12,BUS
209,ROSE CITY PARK,17,012,0,0120,Barbur/Sandy Blvd,To Tigard Transit Center,12,BUS
213,WEST PORTLAND PARK,17,012,0,0120,Barbur/Sandy Blvd,To Tigard Transit Center,12,BUS
219,GRANT PARK/HOLLYWOOD,17,012,0,0120,Barbur/Sandy Blvd,To Tigard Transit Center,12,BUS
220,HOLLYWOOD,17,012,0,0120,Barbur/Sandy Blvd,To Tigard Transit Center,12,BUS
226,LAURELHURST,17,012,0,0120,Barbur/Sandy Blvd,To Tigard Transit Center,12,BUS
230,KERNS,17,012,0,0120,Barbur/Sandy Blvd,To Tigard Transit Center,12,BUS
235,PORTLAND DOWNTOWN,17,012,0,0120,Barbur/Sandy Blvd,To Tigard Transit Center,12,BUS
246,CPO 4M METZGER,17,012,0,0120,Barbur/Sandy Blvd,To Tigard Transit Center,12,BUS
264,ROSEWAY,17,012,0,0120,Barbur/Sandy Blvd,To Tigard Transit Center,12,BUS
274,MULTNOMAH,17,012,0,0120,Barbur/Sandy Blvd,To Tigard Transit Center,12,BUS
276,OLD TOWN/ CHINATOWN,17,012,0,0120,Barbur/Sandy Blvd,To Tigard Transit Center,12,BUS
301,SOUTH PORTLAND,17,012,0,0120,Barbur/Sandy Blvd,To Tigard Transit Center,12,BUS
302,HOMESTEAD,17,012,0,0120,Barbur/Sandy Blvd,To Tigard Transit Center,12,BUS
313,SOUTH BURLINGAME,17,012,0,0120,Barbur/Sandy Blvd,To Tigard Transit Center,12,BUS
331,CRESTWOOD,17,012,0,0120,Barbur/Sandy Blvd,To Tigard Transit Center,12,BUS
24,FAR SOUTHWEST,73,044,1,0441,Capitol Hwy/Mocks Crest,To St Johns,44,BUS
126,HILLSDALE,73,044,1,0441,Capitol Hwy/Mocks Crest,To St Johns,44,BUS
198,ASHCREEK,73,044,1,0441,Capitol Hwy/Mocks Crest,To St Johns,44,BUS
200,CATHEDRAL PARK,73,044,1,0441,Capitol Hwy/Mocks Crest,To St Johns,44,BUS
201,UNIVERSITY PARK,73,044,1,0441,Capitol Hwy/Mocks Crest,To St Johns,44,BUS
203,PIEDMONT,73,044,1,0441,Capitol Hwy/Mocks Crest,To St Johns,44,BUS
205,ELIOT,73,044,1,0441,Capitol Hwy/Mocks Crest,To St Johns,44,BUS
213,WEST PORTLAND PARK,73,044,1,0441,Capitol Hwy/Mocks Crest,To St Johns,44,BUS
222,LLOYD DISTRICT COMMUNITY ASSOCIATION,73,044,1,0441,Capitol Hwy/Mocks Crest,To St Johns,44,BUS
230,KERNS,73,044,1,0441,Capitol Hwy/Mocks Crest,To St Johns,44,BUS
235,PORTLAND DOWNTOWN,73,044,1,0441,Capitol Hwy/Mocks Crest,To St Johns,44,BUS
243,ARBOR LODGE,73,044,1,0441,Capitol Hwy/Mocks Crest,To St Johns,44,BUS
244,OVERLOOK,73,044,1,0441,Capitol Hwy/Mocks Crest,To St Johns,44,BUS
248,HUMBOLDT,73,044,1,0441,Capitol Hwy/Mocks Crest,To St Johns,44,BUS
263,BOISE,73,044,1,0441,Capitol Hwy/Mocks Crest,To St Johns,44,BUS
274,MULTNOMAH,73,044,1,0441,Capitol Hwy/Mocks Crest,To St Johns,44,BUS
276,OLD TOWN/ CHINATOWN,73,044,1,0441,Capitol Hwy/Mocks Crest,To St Johns,44,BUS
301,SOUTH PORTLAND,73,044,1,0441,Capitol Hwy/Mocks Crest,To St Johns,44,BUS
302,HOMESTEAD,73,044,1,0441,Capitol Hwy/Mocks Crest,To St Johns,44,BUS
399,ST. JOHNS,73,044,1,0441,Capitol Hwy/Mocks Crest,To St Johns,44,BUS
417,MOUNTAIN PARK,73,044,1,0441,Capitol Hwy/Mocks Crest,To St Johns,44,BUS
24,FAR SOUTHWEST,72,044,0,0440,Capitol Hwy/Mocks Crest,To PCC Sylvania,44,BUS
126,HILLSDALE,72,044,0,0440,Capitol Hwy/Mocks Crest,To PCC Sylvania,44,BUS
198,ASHCREEK,72,044,0,0440,Capitol Hwy/Mocks Crest,To PCC Sylvania,44,BUS
200,CATHEDRAL PARK,72,044,0,0440,Capitol Hwy/Mocks Crest,To PCC Sylvania,44,BUS
201,UNIVERSITY PARK,72,044,0,0440,Capitol Hwy/Mocks Crest,To PCC Sylvania,44,BUS
203,PIEDMONT,72,044,0,0440,Capitol Hwy/Mocks Crest,To PCC Sylvania,44,BUS
205,ELIOT,72,044,0,0440,Capitol Hwy/Mocks Crest,To PCC Sylvania,44,BUS
213,WEST PORTLAND PARK,72,044,0,0440,Capitol Hwy/Mocks Crest,To PCC Sylvania,44,BUS
222,LLOYD DISTRICT COMMUNITY ASSOCIATION,72,044,0,0440,Capitol Hwy/Mocks Crest,To PCC Sylvania,44,BUS
235,PORTLAND DOWNTOWN,72,044,0,0440,Capitol Hwy/Mocks Crest,To PCC Sylvania,44,BUS
243,ARBOR LODGE,72,044,0,0440,Capitol Hwy/Mocks Crest,To PCC Sylvania,44,BUS
244,OVERLOOK,72,044,0,0440,Capitol Hwy/Mocks Crest,To PCC Sylvania,44,BUS
248,HUMBOLDT,72,044,0,0440,Capitol Hwy/Mocks Crest,To PCC Sylvania,44,BUS
263,BOISE,72,044,0,0440,Capitol Hwy/Mocks Crest,To PCC Sylvania,44,BUS
274,MULTNOMAH,72,044,0,0440,Capitol Hwy/Mocks Crest,To PCC Sylvania,44,BUS
276,OLD TOWN/ CHINATOWN,72,044,0,0440,Capitol Hwy/Mocks Crest,To PCC Sylvania,44,BUS
301,SOUTH PORTLAND,72,044,0,0440,Capitol Hwy/Mocks Crest,To PCC Sylvania,44,BUS
302,HOMESTEAD,72,044,0,0440,Capitol Hwy/Mocks Crest,To PCC Sylvania,44,BUS
399,ST. JOHNS,72,044,0,0440,Capitol Hwy/Mocks Crest,To PCC Sylvania,44,BUS
417,MOUNTAIN PARK,72,044,0,0440,Capitol Hwy/Mocks Crest,To PCC Sylvania,44,BUS
31,McVEY-SOUTH SHORE,61,036,1,0361,South Shore,To Lake Oswego Transit Center or Portland,36,BUS
51,CLACKAMAS CO UNCLAIMED #5,61,036,1,0361,South Shore,To Lake Oswego Transit Center or Portland,36,BUS
86,PALISADES,61,036,1,0361,South Shore,To Lake Oswego Transit Center or Portland,36,BUS
89,BLUE HERON,61,036,1,0361,South Shore,To Lake Oswego Transit Center or Portland,36,BUS
90,HALLINAN,61,036,1,0361,South Shore,To Lake Oswego Transit Center or Portland,36,BUS
99,EVERGREEN,61,036,1,0361,South Shore,To Lake Oswego Transit Center or Portland,36,BUS
102,BRYANT,61,036,1,0361,South Shore,To Lake Oswego Transit Center or Portland,36,BUS
117,LAKEWOOD,61,036,1,0361,South Shore,To Lake Oswego Transit Center or Portland,36,BUS
122,FOOTHILLS,61,036,1,0361,South Shore,To Lake Oswego Transit Center or Portland,36,BUS
123,OLD TOWN,61,036,1,0361,South Shore,To Lake Oswego Transit Center or Portland,36,BUS
127,FIRST ADDITION-FOREST HILLS,61,036,1,0361,South Shore,To Lake Oswego Transit Center or Portland,36,BUS
169,RIVERVIEW CEMETERY AREA,61,036,1,0361,South Shore,To Lake Oswego Transit Center or Portland,36,BUS
178,BIRDSHILL,61,036,1,0361,South Shore,To Lake Oswego Transit Center or Portland,36,BUS
187,ROSEWOOD,61,036,1,0361,South Shore,To Lake Oswego Transit Center or Portland,36,BUS
235,PORTLAND DOWNTOWN,61,036,1,0361,South Shore,To Lake Oswego Transit Center or Portland,36,BUS
246,CPO 4M METZGER,61,036,1,0361,South Shore,To Lake Oswego Transit Center or Portland,36,BUS
301,SOUTH PORTLAND,61,036,1,0361,South Shore,To Lake Oswego Transit Center or Portland,36,BUS
415,MULT CO RIVERDALE AREA,61,036,1,0361,South Shore,To Lake Oswego Transit Center or Portland,36,BUS
31,McVEY-SOUTH SHORE,60,036,0,0360,South Shore,To Tualatin Park & Ride,36,BUS
51,CLACKAMAS CO UNCLAIMED #5,60,036,0,0360,South Shore,To Tualatin Park & Ride,36,BUS
86,PALISADES,60,036,0,0360,South Shore,To Tualatin Park & Ride,36,BUS
89,BLUE HERON,60,036,0,0360,South Shore,To Tualatin Park & Ride,36,BUS
90,HALLINAN,60,036,0,0360,South Shore,To Tualatin Park & Ride,36,BUS
99,EVERGREEN,60,036,0,0360,South Shore,To Tualatin Park & Ride,36,BUS
102,BRYANT,60,036,0,0360,South Shore,To Tualatin Park & Ride,36,BUS
117,LAKEWOOD,60,036,0,0360,South Shore,To Tualatin Park & Ride,36,BUS
122,FOOTHILLS,60,036,0,0360,South Shore,To Tualatin Park & Ride,36,BUS
123,OLD TOWN,60,036,0,0360,South Shore,To Tualatin Park & Ride,36,BUS
127,FIRST ADDITION-FOREST HILLS,60,036,0,0360,South Shore,To Tualatin Park & Ride,36,BUS
169,RIVERVIEW CEMETERY AREA,60,036,0,0360,South Shore,To Tualatin Park & Ride,36,BUS
178,BIRDSHILL,60,036,0,0360,South Shore,To Tualatin Park & Ride,36,BUS
187,ROSEWOOD,60,036,0,0360,South Shore,To Tualatin Park & Ride,36,BUS
218,PEARL DISTRICT,60,036,0,0360,South Shore,To Tualatin Park & Ride,36,BUS
235,PORTLAND DOWNTOWN,60,036,0,0360,South Shore,To Tualatin Park & Ride,36,BUS
246,CPO 4M METZGER,60,036,0,0360,South Shore,To Tualatin Park & Ride,36,BUS
276,OLD TOWN/ CHINATOWN,60,036,0,0360,South Shore,To Tualatin Park & Ride,36,BUS
301,SOUTH PORTLAND,60,036,0,0360,South Shore,To Tualatin Park & Ride,36,BUS
415,MULT CO RIVERDALE AREA,60,036,0,0360,South Shore,To Tualatin Park & Ride,36,BUS
37,WEST SLOPE,92,054,1,0541,Beaverton-Hillsdale Hwy,To Portland City Center,54,BUS
50,CENTRAL BEAVERTON,92,054,1,0541,Beaverton-Hillsdale Hwy,To Portland City Center,54,BUS
63,CPO 3 GARDEN HOME-RALEIGH HILLS,92,054,1,0541,Beaverton-Hillsdale Hwy,To Portland City Center,54,BUS
410,DENNEY WHITFORD/RALEIGH WEST,92,054,1,0541,Beaverton-Hillsdale Hwy,To Portland City Center,54,BUS
37,WEST SLOPE,90,054,0,0540,Beaverton-Hillsdale Hwy,To Beaverton Transit Center,54,BUS
50,CENTRAL BEAVERTON,90,054,0,0540,Beaverton-Hillsdale Hwy,To Beaverton Transit Center,54,BUS
63,CPO 3 GARDEN HOME-RALEIGH HILLS,90,054,0,0540,Beaverton-Hillsdale Hwy,To Beaverton Transit Center,54,BUS
410,DENNEY WHITFORD/RALEIGH WEST,90,054,0,0540,Beaverton-Hillsdale Hwy,To Beaverton Transit Center,54,BUS
37,WEST SLOPE,107,061,1,0611,Marquam Hill/Beaverton,To Marquam Hill,61,BUS
50,CENTRAL BEAVERTON,107,061,1,0611,Marquam Hill/Beaverton,To Marquam Hill,61,BUS
63,CPO 3 GARDEN HOME-RALEIGH HILLS,107,061,1,0611,Marquam Hill/Beaverton,To Marquam Hill,61,BUS
126,HILLSDALE,107,061,1,0611,Marquam Hill/Beaverton,To Marquam Hill,61,BUS
185,CPO 3 GARDEN HOME-RALEIGH HILLS,107,061,1,0611,Marquam Hill/Beaverton,To Marquam Hill,61,BUS
277,BRIDLEMILE,107,061,1,0611,Marquam Hill/Beaverton,To Marquam Hill,61,BUS
302,HOMESTEAD,107,061,1,0611,Marquam Hill/Beaverton,To Marquam Hill,61,BUS
409,HAYHURST,107,061,1,0611,Marquam Hill/Beaverton,To Marquam Hill,61,BUS
410,DENNEY WHITFORD/RALEIGH WEST,107,061,1,0611,Marquam Hill/Beaverton,To Marquam Hill,61,BUS
37,WEST SLOPE,106,061,0,0610,Marquam Hill/Beaverton,To Beaverton Transit Center,61,BUS
50,CENTRAL BEAVERTON,106,061,0,0610,Marquam Hill/Beaverton,To Beaverton Transit Center,61,BUS
63,CPO 3 GARDEN HOME-RALEIGH HILLS,106,061,0,0610,Marquam Hill/Beaverton,To Beaverton Transit Center,61,BUS
126,HILLSDALE,106,061,0,0610,Marquam Hill/Beaverton,To Beaverton Transit Center,61,BUS
185,CPO 3 GARDEN HOME-RALEIGH HILLS,106,061,0,0610,Marquam Hill/Beaverton,To Beaverton Transit Center,61,BUS
277,BRIDLEMILE,106,061,0,0610,Marquam Hill/Beaverton,To Beaverton Transit Center,61,BUS
302,HOMESTEAD,106,061,0,0610,Marquam Hill/Beaverton,To Beaverton Transit Center,61,BUS
409,HAYHURST,106,061,0,0610,Marquam Hill/Beaverton,To Beaverton Transit Center,61,BUS
410,DENNEY WHITFORD/RALEIGH WEST,106,061,0,0610,Marquam Hill/Beaverton,To Beaverton Transit Center,61,BUS
37,WEST SLOPE,94,055,0,0550,Hamilton,To Raleigh Hills,55,BUS
63,CPO 3 GARDEN HOME-RALEIGH HILLS,94,055,0,0550,Hamilton,To Raleigh Hills,55,BUS
126,HILLSDALE,94,055,0,0550,Hamilton,To Raleigh Hills,55,BUS
235,PORTLAND DOWNTOWN,94,055,0,0550,Hamilton,To Raleigh Hills,55,BUS
277,BRIDLEMILE,94,055,0,0550,Hamilton,To Raleigh Hills,55,BUS
297,GOOSE HOLLOW,94,055,0,0550,Hamilton,To Raleigh Hills,55,BUS
301,SOUTH PORTLAND,94,055,0,0550,Hamilton,To Raleigh Hills,55,BUS
302,HOMESTEAD,94,055,0,0550,Hamilton,To Raleigh Hills,55,BUS
410,DENNEY WHITFORD/RALEIGH WEST,94,055,0,0550,Hamilton,To Raleigh Hills,55,BUS
37,WEST SLOPE,95,055,1,0551,Hamilton,To Portland City Center,55,BUS
63,CPO 3 GARDEN HOME-RALEIGH HILLS,95,055,1,0551,Hamilton,To Portland City Center,55,BUS
126,HILLSDALE,95,055,1,0551,Hamilton,To Portland City Center,55,BUS
235,PORTLAND DOWNTOWN,95,055,1,0551,Hamilton,To Portland City Center,55,BUS
277,BRIDLEMILE,95,055,1,0551,Hamilton,To Portland City Center,55,BUS
297,GOOSE HOLLOW,95,055,1,0551,Hamilton,To Portland City Center,55,BUS
301,SOUTH PORTLAND,95,055,1,0551,Hamilton,To Portland City Center,55,BUS
302,HOMESTEAD,95,055,1,0551,Hamilton,To Portland City Center,55,BUS
410,DENNEY WHITFORD/RALEIGH WEST,95,055,1,0551,Hamilton,To Portland City Center,55,BUS
49,LENTS,13,010,0,0100,Harold St,To Foster & 94th,10,BUS
233,MT. SCOTT-ARLETA,13,010,0,0100,Harold St,To Foster & 94th,10,BUS
235,PORTLAND DOWNTOWN,13,010,0,0100,Harold St,To Foster & 94th,10,BUS
254,EASTMORELAND/REED,13,010,0,0100,Harold St,To Foster & 94th,10,BUS
255,REED,13,010,0,0100,Harold St,To Foster & 94th,10,BUS
259,LENTS/POWELLHURST-GILBERT,13,010,0,0100,Harold St,To Foster & 94th,10,BUS
272,PLEASANT VALLEY/POWELLHURST-GILBERT,13,010,0,0100,Harold St,To Foster & 94th,10,BUS
278,BROOKLYN ACTION CORPS,13,010,0,0100,Harold St,To Foster & 94th,10,BUS
281,HOSFORD-ABERNETHY NEIGHBORHOOD DISTRICT ASSOCIATION,13,010,0,0100,Harold St,To Foster & 94th,10,BUS
283,BUCKMAN COMMUNITY ASSOCIATION,13,010,0,0100,Harold St,To Foster & 94th,10,BUS
304,POWELLHURST-GILBERT,13,010,0,0100,Harold St,To Foster & 94th,10,BUS
305,CRESTON-KENILWORTH,13,010,0,0100,Harold St,To Foster & 94th,10,BUS
329,WOODSTOCK,13,010,0,0100,Harold St,To Foster & 94th,10,BUS
422,PLEASANT VALLEY,13,010,0,0100,Harold St,To Foster & 94th,10,BUS
49,LENTS,14,010,1,0101,Harold St,To Portland City Center,10,BUS
233,MT. SCOTT-ARLETA,14,010,1,0101,Harold St,To Portland City Center,10,BUS
235,PORTLAND DOWNTOWN,14,010,1,0101,Harold St,To Portland City Center,10,BUS
254,EASTMORELAND/REED,14,010,1,0101,Harold St,To Portland City Center,10,BUS
255,REED,14,010,1,0101,Harold St,To Portland City Center,10,BUS
259,LENTS/POWELLHURST-GILBERT,14,010,1,0101,Harold St,To Portland City Center,10,BUS
272,PLEASANT VALLEY/POWELLHURST-GILBERT,14,010,1,0101,Harold St,To Portland City Center,10,BUS
278,BROOKLYN ACTION CORPS,14,010,1,0101,Harold St,To Portland City Center,10,BUS
279,FOSTER-POWELL,14,010,1,0101,Harold St,To Portland City Center,10,BUS
281,HOSFORD-ABERNETHY NEIGHBORHOOD DISTRICT ASSOCIATION,14,010,1,0101,Harold St,To Portland City Center,10,BUS
283,BUCKMAN COMMUNITY ASSOCIATION,14,010,1,0101,Harold St,To Portland City Center,10,BUS
304,POWELLHURST-GILBERT,14,010,1,0101,Harold St,To Portland City Center,10,BUS
305,CRESTON-KENILWORTH,14,010,1,0101,Harold St,To Portland City Center,10,BUS
329,WOODSTOCK,14,010,1,0101,Harold St,To Portland City Center,10,BUS
422,PLEASANT VALLEY,14,010,1,0101,Harold St,To Portland City Center,10,BUS
49,LENTS,32,019,1,0191,Woodstock/Glisan,To Gateway Transit Center,19,BUS
93,BRENTWOOD-DARLINGTON,32,019,1,0191,Woodstock/Glisan,To Gateway Transit Center,19,BUS
103,SELLWOOD-MORELAND IMPROVEMENT LEAGUE,32,019,1,0191,Woodstock/Glisan,To Gateway Transit Center,19,BUS
225,MONTAVILLA,32,019,1,0191,Woodstock/Glisan,To Gateway Transit Center,19,BUS
226,LAURELHURST,32,019,1,0191,Woodstock/Glisan,To Gateway Transit Center,19,BUS
230,KERNS,32,019,1,0191,Woodstock/Glisan,To Gateway Transit Center,19,BUS
231,NORTH TABOR,32,019,1,0191,Woodstock/Glisan,To Gateway Transit Center,19,BUS
233,MT. SCOTT-ARLETA,32,019,1,0191,Woodstock/Glisan,To Gateway Transit Center,19,BUS
235,PORTLAND DOWNTOWN,32,019,1,0191,Woodstock/Glisan,To Gateway Transit Center,19,BUS
254,EASTMORELAND/REED,32,019,1,0191,Woodstock/Glisan,To Gateway Transit Center,19,BUS
275,HAZELWOOD,32,019,1,0191,Woodstock/Glisan,To Gateway Transit Center,19,BUS
276,OLD TOWN/ CHINATOWN,32,019,1,0191,Woodstock/Glisan,To Gateway Transit Center,19,BUS
278,BROOKLYN ACTION CORPS,32,019,1,0191,Woodstock/Glisan,To Gateway Transit Center,19,BUS
281,HOSFORD-ABERNETHY NEIGHBORHOOD DISTRICT ASSOCIATION,32,019,1,0191,Woodstock/Glisan,To Gateway Transit Center,19,BUS
283,BUCKMAN COMMUNITY ASSOCIATION,32,019,1,0191,Woodstock/Glisan,To Gateway Transit Center,19,BUS
298,EASTMORELAND,32,019,1,0191,Woodstock/Glisan,To Gateway Transit Center,19,BUS
301,SOUTH PORTLAND,32,019,1,0191,Woodstock/Glisan,To Gateway Transit Center,19,BUS
329,WOODSTOCK,32,019,1,0191,Woodstock/Glisan,To Gateway Transit Center,19,BUS
49,LENTS,31,019,0,0190,Woodstock/Glisan,To Mt. Scott & 112th,19,BUS
93,BRENTWOOD-DARLINGTON,31,019,0,0190,Woodstock/Glisan,To Mt. Scott & 112th,19,BUS
103,SELLWOOD-MORELAND IMPROVEMENT LEAGUE,31,019,0,0190,Woodstock/Glisan,To Mt. Scott & 112th,19,BUS
225,MONTAVILLA,31,019,0,0190,Woodstock/Glisan,To Mt. Scott & 112th,19,BUS
226,LAURELHURST,31,019,0,0190,Woodstock/Glisan,To Mt. Scott & 112th,19,BUS
230,KERNS,31,019,0,0190,Woodstock/Glisan,To Mt. Scott & 112th,19,BUS
231,NORTH TABOR,31,019,0,0190,Woodstock/Glisan,To Mt. Scott & 112th,19,BUS
233,MT. SCOTT-ARLETA,31,019,0,0190,Woodstock/Glisan,To Mt. Scott & 112th,19,BUS
235,PORTLAND DOWNTOWN,31,019,0,0190,Woodstock/Glisan,To Mt. Scott & 112th,19,BUS
254,EASTMORELAND/REED,31,019,0,0190,Woodstock/Glisan,To Mt. Scott & 112th,19,BUS
275,HAZELWOOD,31,019,0,0190,Woodstock/Glisan,To Mt. Scott & 112th,19,BUS
276,OLD TOWN/ CHINATOWN,31,019,0,0190,Woodstock/Glisan,To Mt. Scott & 112th,19,BUS
278,BROOKLYN ACTION CORPS,31,019,0,0190,Woodstock/Glisan,To Mt. Scott & 112th,19,BUS
281,HOSFORD-ABERNETHY NEIGHBORHOOD DISTRICT ASSOCIATION,31,019,0,0190,Woodstock/Glisan,To Mt. Scott & 112th,19,BUS
298,EASTMORELAND,31,019,0,0190,Woodstock/Glisan,To Mt. Scott & 112th,19,BUS
301,SOUTH PORTLAND,31,019,0,0190,Woodstock/Glisan,To Mt. Scott & 112th,19,BUS
329,WOODSTOCK,31,019,0,0190,Woodstock/Glisan,To Mt. Scott & 112th,19,BUS
49,LENTS,12,009,1,0091,Powell Blvd,To Portland,9,BUS
177,HISTORIC SOUTHEAST,12,009,1,0091,Powell Blvd,To Portland,9,BUS
235,PORTLAND DOWNTOWN,12,009,1,0091,Powell Blvd,To Portland,9,BUS
257,CENTENNIAL COMMUNITY ASSN./PLEASANT VALLEY,12,009,1,0091,Powell Blvd,To Portland,9,BUS
259,LENTS/POWELLHURST-GILBERT,12,009,1,0091,Powell Blvd,To Portland,9,BUS
273,CENTENNIAL COMMUNITY ASSOCIATION,12,009,1,0091,Powell Blvd,To Portland,9,BUS
276,OLD TOWN/ CHINATOWN,12,009,1,0091,Powell Blvd,To Portland,9,BUS
278,BROOKLYN ACTION CORPS,12,009,1,0091,Powell Blvd,To Portland,9,BUS
279,FOSTER-POWELL,12,009,1,0091,Powell Blvd,To Portland,9,BUS
281,HOSFORD-ABERNETHY NEIGHBORHOOD DISTRICT ASSOCIATION,12,009,1,0091,Powell Blvd,To Portland,9,BUS
282,RICHMOND,12,009,1,0091,Powell Blvd,To Portland,9,BUS
301,SOUTH PORTLAND,12,009,1,0091,Powell Blvd,To Portland,9,BUS
303,SOUTH TABOR,12,009,1,0091,Powell Blvd,To Portland,9,BUS
