,NAME,index_right,RTE,DIR,KEYITEM,RTE_DESC,DIR_DESC,ROUTE,TYPE
14,POWELL VALLEY,145,080,0,0800,Kane/Troutdale Rd,To Troutdale,80,BUS
16,GRESHAM - HOGAN CEDAR,145,080,0,0800,Kane/Troutdale Rd,To Troutdale,80,BUS
175,GRESHAM - NORTHEAST,145,080,0,0800,Kane/Troutdale Rd,To Troutdale,80,BUS
177,HISTORIC SOUTHEAST,145,080,0,0800,Kane/Troutdale Rd,To Troutdale,80,BUS
395,SUNRISE,145,080,0,0800,Kane/Troutdale Rd,To Troutdale,80,BUS
396,PALISADES,145,080,0,0800,Kane/Troutdale Rd,To Troutdale,80,BUS
398,BEAVER CREEK,145,080,0,0800,Kane/Troutdale Rd,To Troutdale,80,BUS
423,CENTRAL CITY,145,080,0,0800,Kane/Troutdale Rd,To Troutdale,80,BUS
426,TOWN CENTER,145,080,0,0800,Kane/Troutdale Rd,To Troutdale,80,BUS
7,SYLVAN-HIGHLANDS/SOUTHWEST HILLS RESIDENTIAL LEAGUE,103,058,1,0581,Canyon Rd,To Portland City Center,58,BUS
37,WEST SLOPE,103,058,1,0581,Canyon Rd,To Portland City Center,58,BUS
50,CENTRAL BEAVERTON,103,058,1,0581,Canyon Rd,To Portland City Center,58,BUS
235,PORTLAND DOWNTOWN,103,058,1,0581,Canyon Rd,To Portland City Center,58,BUS
237,GOOSE HOLLOW/SOUTHWEST HILLS,103,058,1,0581,Canyon Rd,To Portland City Center,58,BUS
280,SOUTHWEST HILLS RESIDENTIAL LEAGUE,103,058,1,0581,Canyon Rd,To Portland City Center,58,BUS
297,GOOSE HOLLOW,103,058,1,0581,Canyon Rd,To Portland City Center,58,BUS
410,DENNEY WHITFORD/RALEIGH WEST,103,058,1,0581,Canyon Rd,To Portland City Center,58,BUS
7,SYLVAN-HIGHLANDS/SOUTHWEST HILLS RESIDENTIAL LEAGUE,102,058,0,0580,Canyon Rd,To Beaverton Transit Center,58,BUS
37,WEST SLOPE,102,058,0,0580,Canyon Rd,To Beaverton Transit Center,58,BUS
50,CENTRAL BEAVERTON,102,058,0,0580,Canyon Rd,To Beaverton Transit Center,58,BUS
195,ARLINGTON HEIGHTS,102,058,0,0580,Canyon Rd,To Beaverton Transit Center,58,BUS
196,ARLINGTON HEIGHTS/SYLVAN-HIGHLANDS,102,058,0,0580,Canyon Rd,To Beaverton Transit Center,58,BUS
235,PORTLAND DOWNTOWN,102,058,0,0580,Canyon Rd,To Beaverton Transit Center,58,BUS
237,GOOSE HOLLOW/SOUTHWEST HILLS,102,058,0,0580,Canyon Rd,To Beaverton Transit Center,58,BUS
280,SOUTHWEST HILLS RESIDENTIAL LEAGUE,102,058,0,0580,Canyon Rd,To Beaverton Transit Center,58,BUS
296,SYLVAN-HIGHLANDS,102,058,0,0580,Canyon Rd,To Beaverton Transit Center,58,BUS
297,GOOSE HOLLOW,102,058,0,0580,Canyon Rd,To Beaverton Transit Center,58,BUS
8,DAMASCUS,48,030,1,0301,Estacada,To Clackamas Town Center,30,BUS
15,NORTH CLACKAMAS,48,030,1,0301,Estacada,To Clackamas Town Center,30,BUS
103,SELLWOOD-MORELAND IMPROVEMENT LEAGUE,48,030,1,0301,Estacada,To Clackamas Town Center,30,BUS
235,PORTLAND DOWNTOWN,48,030,1,0301,Estacada,To Clackamas Town Center,30,BUS
278,BROOKLYN ACTION CORPS,48,030,1,0301,Estacada,To Clackamas Town Center,30,BUS
281,HOSFORD-ABERNETHY NEIGHBORHOOD DISTRICT ASSOCIATION,48,030,1,0301,Estacada,To Clackamas Town Center,30,BUS
283,BUCKMAN COMMUNITY ASSOCIATION,48,030,1,0301,Estacada,To Clackamas Town Center,30,BUS
298,EASTMORELAND,48,030,1,0301,Estacada,To Clackamas Town Center,30,BUS
299,EASTMORELAND/ARDENWALD-JOHNSON CREEK,48,030,1,0301,Estacada,To Clackamas Town Center,30,BUS
343,ARDENWALD-JOHNSON CREEK,48,030,1,0301,Estacada,To Clackamas Town Center,30,BUS
345,CLACKAMAS,48,030,1,0301,Estacada,To Clackamas Town Center,30,BUS
348,SOUTHGATE,48,030,1,0301,Estacada,To Clackamas Town Center,30,BUS
351,LAKE ROAD,48,030,1,0301,Estacada,To Clackamas Town Center,30,BUS
354,NORTH MILWAUKIE INDUSTRIAL AREA,48,030,1,0301,Estacada,To Clackamas Town Center,30,BUS
355,MILWAUKIE BUSINESS INDUSTRIAL,48,030,1,0301,Estacada,To Clackamas Town Center,30,BUS
356,HISTORIC MILWAUKIE,48,030,1,0301,Estacada,To Clackamas Town Center,30,BUS
360,ESTACADA,48,030,1,0301,Estacada,To Clackamas Town Center,30,BUS
367,EAGLE CREEK - BARTON,48,030,1,0301,Estacada,To Clackamas Town Center,30,BUS
379,GRANT PARK,48,030,1,0301,Estacada,To Clackamas Town Center,30,BUS
386,OAK GROVE COMMUNITY COUNCIL,48,030,1,0301,Estacada,To Clackamas Town Center,30,BUS
414,HAPPY VALLEY,48,030,1,0301,Estacada,To Clackamas Town Center,30,BUS
8,DAMASCUS,47,030,0,0300,Estacada,To Estacada,30,BUS
15,NORTH CLACKAMAS,47,030,0,0300,Estacada,To Estacada,30,BUS
103,SELLWOOD-MORELAND IMPROVEMENT LEAGUE,47,030,0,0300,Estacada,To Estacada,30,BUS
235,PORTLAND DOWNTOWN,47,030,0,0300,Estacada,To Estacada,30,BUS
278,BROOKLYN ACTION CORPS,47,030,0,0300,Estacada,To Estacada,30,BUS
281,HOSFORD-ABERNETHY NEIGHBORHOOD DISTRICT ASSOCIATION,47,030,0,0300,Estacada,To Estacada,30,BUS
283,BUCKMAN COMMUNITY ASSOCIATION,47,030,0,0300,Estacada,To Estacada,30,BUS
345,CLACKAMAS,47,030,0,0300,Estacada,To Estacada,30,BUS
348,SOUTHGATE,47,030,0,0300,Estacada,To Estacada,30,BUS
351,LAKE ROAD,47,030,0,0300,Estacada,To Estacada,30,BUS
354,NORTH MILWAUKIE INDUSTRIAL AREA,47,030,0,0300,Estacada,To Estacada,30,BUS
355,MILWAUKIE BUSINESS INDUSTRIAL,47,030,0,0300,Estacada,To Estacada,30,BUS
356,HISTORIC MILWAUKIE,47,030,0,0300,Estacada,To Estacada,30,BUS
360,ESTACADA,47,030,0,0300,Estacada,To Estacada,30,BUS
367,EAGLE CREEK - BARTON,47,030,0,0300,Estacada,To Estacada,30,BUS
379,GRANT PARK,47,030,0,0300,Estacada,To Estacada,30,BUS
386,OAK GROVE COMMUNITY COUNCIL,47,030,0,0300,Estacada,To Estacada,30,BUS
414,HAPPY VALLEY,47,030,0,0300,Estacada,To Estacada,30,BUS
9,MIDWEST,167,096,1,0961,Tualatin/I-5,To Portland City Center,96,BUS
24,FAR SOUTHWEST,167,096,1,0961,Tualatin/I-5,To Portland City Center,96,BUS
25,IBACH,167,096,1,0961,Tualatin/I-5,To Portland City Center,96,BUS
35,LAKE FOREST,167,096,1,0961,Tualatin/I-5,To Portland City Center,96,BUS
38,MARTINAZZI WOODS,167,096,1,0961,Tualatin/I-5,To Portland City Center,96,BUS
39,CIO 6,167,096,1,0961,Tualatin/I-5,To Portland City Center,96,BUS
126,HILLSDALE,167,096,1,0961,Tualatin/I-5,To Portland City Center,96,BUS
213,WEST PORTLAND PARK,167,096,1,0961,Tualatin/I-5,To Portland City Center,96,BUS
232,CPO 5 SHERWOOD-TUALATIN S1,167,096,1,0961,Tualatin/I-5,To Portland City Center,96,BUS
235,PORTLAND DOWNTOWN,167,096,1,0961,Tualatin/I-5,To Portland City Center,96,BUS
246,CPO 4M METZGER,167,096,1,0961,Tualatin/I-5,To Portland City Center,96,BUS
274,MULTNOMAH,167,096,1,0961,Tualatin/I-5,To Portland City Center,96,BUS
301,SOUTH PORTLAND,167,096,1,0961,Tualatin/I-5,To Portland City Center,96,BUS
313,SOUTH BURLINGAME,167,096,1,0961,Tualatin/I-5,To Portland City Center,96,BUS
314,MARKHAM,167,096,1,0961,Tualatin/I-5,To Portland City Center,96,BUS
331,CRESTWOOD,167,096,1,0961,Tualatin/I-5,To Portland City Center,96,BUS
385,WILSONVILLE,167,096,1,0961,Tualatin/I-5,To Portland City Center,96,BUS
9,MIDWEST,166,096,0,0960,Tualatin/I-5,To Commerce Circle,96,BUS
24,FAR SOUTHWEST,166,096,0,0960,Tualatin/I-5,To Commerce Circle,96,BUS
25,IBACH,166,096,0,0960,Tualatin/I-5,To Commerce Circle,96,BUS
38,MARTINAZZI WOODS,166,096,0,0960,Tualatin/I-5,To Commerce Circle,96,BUS
39,CIO 6,166,096,0,0960,Tualatin/I-5,To Commerce Circle,96,BUS
126,HILLSDALE,166,096,0,0960,Tualatin/I-5,To Commerce Circle,96,BUS
213,WEST PORTLAND PARK,166,096,0,0960,Tualatin/I-5,To Commerce Circle,96,BUS
232,CPO 5 SHERWOOD-TUALATIN S1,166,096,0,0960,Tualatin/I-5,To Commerce Circle,96,BUS
235,PORTLAND DOWNTOWN,166,096,0,0960,Tualatin/I-5,To Commerce Circle,96,BUS
246,CPO 4M METZGER,166,096,0,0960,Tualatin/I-5,To Commerce Circle,96,BUS
274,MULTNOMAH,166,096,0,0960,Tualatin/I-5,To Commerce Circle,96,BUS
301,SOUTH PORTLAND,166,096,0,0960,Tualatin/I-5,To Commerce Circle,96,BUS
313,SOUTH BURLINGAME,166,096,0,0960,Tualatin/I-5,To Commerce Circle,96,BUS
331,CRESTWOOD,166,096,0,0960,Tualatin/I-5,To Commerce Circle,96,BUS
385,WILSONVILLE,166,096,0,0960,Tualatin/I-5,To Commerce Circle,96,BUS
10,FIVE OAKS/TRIPLE CREEK,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
14,POWELL VALLEY,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
50,CENTRAL BEAVERTON,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
57,NORTH CENTRAL,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
59,ROCKWOOD,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
175,GRESHAM - NORTHEAST,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
195,ARLINGTON HEIGHTS,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
196,ARLINGTON HEIGHTS/SYLVAN-HIGHLANDS,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
199,HILLSIDE,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
218,PEARL DISTRICT,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
225,MONTAVILLA,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
226,LAURELHURST,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
230,KERNS,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
231,NORTH TABOR,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
235,PORTLAND DOWNTOWN,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
236,MT. TABOR,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
240,MILL PARK,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
252,HAZELWOOD/MILL PARK,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
273,CENTENNIAL COMMUNITY ASSOCIATION,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
275,HAZELWOOD,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
276,OLD TOWN/ CHINATOWN,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
283,BUCKMAN COMMUNITY ASSOCIATION,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
288,NORTHWEST DISTRICT,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
296,SYLVAN-HIGHLANDS,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
297,GOOSE HOLLOW,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
408,CPO 1 CEDAR HILLS-CEDAR MILL S,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
413,FOREST PARK,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
423,CENTRAL CITY,34,020,1,0201,Burnside/Stark,To Gresham Transit Center,20,BUS
10,FIVE OAKS/TRIPLE CREEK,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
14,POWELL VALLEY,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
50,CENTRAL BEAVERTON,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
57,NORTH CENTRAL,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
59,ROCKWOOD,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
175,GRESHAM - NORTHEAST,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
195,ARLINGTON HEIGHTS,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
196,ARLINGTON HEIGHTS/SYLVAN-HIGHLANDS,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
199,HILLSIDE,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
218,PEARL DISTRICT,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
225,MONTAVILLA,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
226,LAURELHURST,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
230,KERNS,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
231,NORTH TABOR,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
235,PORTLAND DOWNTOWN,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
236,MT. TABOR,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
240,MILL PARK,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
252,HAZELWOOD/MILL PARK,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
273,CENTENNIAL COMMUNITY ASSOCIATION,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
275,HAZELWOOD,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
276,OLD TOWN/ CHINATOWN,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
283,BUCKMAN COMMUNITY ASSOCIATION,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
288,NORTHWEST DISTRICT,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
296,SYLVAN-HIGHLANDS,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
297,GOOSE HOLLOW,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
395,SUNRISE,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
408,CPO 1 CEDAR HILLS-CEDAR MILL S,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
413,FOREST PARK,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
423,CENTRAL CITY,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
427,COLUMBIA,33,020,0,0200,Burnside/Stark,To Beaverton Transit Center,20,BUS
10,FIVE OAKS/TRIPLE CREEK,105,059,1,0591,Walker/Park Way,To Sunset Transit Center,59,BUS
42,CPO 7 SOMMERSET WEST-ELMONICA S,105,059,1,0591,Walker/Park Way,To Sunset Transit Center,59,BUS
50,CENTRAL BEAVERTON,105,059,1,0591,Walker/Park Way,To Sunset Transit Center,59,BUS
164,CPO 1 CEDAR HILLS-CEDAR MILL N,105,059,1,0591,Walker/Park Way,To Sunset Transit Center,59,BUS
184,CPO 1 CEDAR HILLS-CEDAR MILL N,105,059,1,0591,Walker/Park Way,To Sunset Transit Center,59,BUS
10,FIVE OAKS/TRIPLE CREEK,104,059,0,0590,Walker/Park Way,To Willow Creek/SW 185th Ave Transit Center,59,BUS
42,CPO 7 SOMMERSET WEST-ELMONICA S,104,059,0,0590,Walker/Park Way,To Willow Creek/SW 185th Ave Transit Center,59,BUS
50,CENTRAL BEAVERTON,104,059,0,0590,Walker/Park Way,To Willow Creek/SW 185th Ave Transit Center,59,BUS
164,CPO 1 CEDAR HILLS-CEDAR MILL N,104,059,0,0590,Walker/Park Way,To Willow Creek/SW 185th Ave Transit Center,59,BUS
184,CPO 1 CEDAR HILLS-CEDAR MILL N,104,059,0,0590,Walker/Park Way,To Willow Creek/SW 185th Ave Transit Center,59,BUS
10,FIVE OAKS/TRIPLE CREEK,81,048,1,0481,Cornell,To Sunset Transit Center,48,BUS
42,CPO 7 SOMMERSET WEST-ELMONICA S,81,048,1,0481,Cornell,To Sunset Transit Center,48,BUS
50,CENTRAL BEAVERTON,81,048,1,0481,Cornell,To Sunset Transit Center,48,BUS
168,CPO 7 SOMMERSET WEST-ELMONICA N,81,048,1,0481,Cornell,To Sunset Transit Center,48,BUS
333,CPO 9 HILLSBORO,81,048,1,0481,Cornell,To Sunset Transit Center,48,BUS
408,CPO 1 CEDAR HILLS-CEDAR MILL S,81,048,1,0481,Cornell,To Sunset Transit Center,48,BUS
10,FIVE OAKS/TRIPLE CREEK,80,048,0,0480,Cornell,To Hillsboro Transit Center,48,BUS
42,CPO 7 SOMMERSET WEST-ELMONICA S,80,048,0,0480,Cornell,To Hillsboro Transit Center,48,BUS
50,CENTRAL BEAVERTON,80,048,0,0480,Cornell,To Hillsboro Transit Center,48,BUS
168,CPO 7 SOMMERSET WEST-ELMONICA N,80,048,0,0480,Cornell,To Hillsboro Transit Center,48,BUS
333,CPO 9 HILLSBORO,80,048,0,0480,Cornell,To Hillsboro Transit Center,48,BUS
408,CPO 1 CEDAR HILLS-CEDAR MILL S,80,048,0,0480,Cornell,To Hillsboro Transit Center,48,BUS
10,FIVE OAKS/TRIPLE CREEK,118,067,0,0670,Bethany/158th,To PCC Rock Creek,67,BUS
168,CPO 7 SOMMERSET WEST-ELMONICA N,118,067,0,0670,Bethany/158th,To PCC Rock Creek,67,BUS
10,FIVE OAKS/TRIPLE CREEK,119,067,1,0671,Bethany/158th,To Merlo Rd/158th Ave,67,BUS
168,CPO 7 SOMMERSET WEST-ELMONICA N,119,067,1,0671,Bethany/158th,To Merlo Rd/158th Ave,67,BUS
10,FIVE OAKS/TRIPLE CREEK,79,047,1,0471,Main/Evergreen,To PCC Rock Creek,47,BUS
42,CPO 7 SOMMERSET WEST-ELMONICA S,79,047,1,0471,Main/Evergreen,To PCC Rock Creek,47,BUS
168,CPO 7 SOMMERSET WEST-ELMONICA N,79,047,1,0471,Main/Evergreen,To PCC Rock Creek,47,BUS
333,CPO 9 HILLSBORO,79,047,1,0471,Main/Evergreen,To PCC Rock Creek,47,BUS
10,FIVE OAKS/TRIPLE CREEK,78,047,0,0470,Main/Evergreen,To Hillsboro Transit Center,47,BUS
42,CPO 7 SOMMERSET WEST-ELMONICA S,78,047,0,0470,Main/Evergreen,To Hillsboro Transit Center,47,BUS
168,CPO 7 SOMMERSET WEST-ELMONICA N,78,047,0,0470,Main/Evergreen,To Hillsboro Transit Center,47,BUS
183,CPO 8,78,047,0,0470,Main/Evergreen,To Hillsboro Transit Center,47,BUS
333,CPO 9 HILLSBORO,78,047,0,0470,Main/Evergreen,To Hillsboro Transit Center,47,BUS
14,POWELL VALLEY,147,081,0,0810,Kane/257th,To Troutdale Reynolds Industrial Park,81,BUS
57,NORTH CENTRAL,147,081,0,0810,Kane/257th,To Troutdale Reynolds Industrial Park,81,BUS
175,GRESHAM - NORTHEAST,147,081,0,0810,Kane/257th,To Troutdale Reynolds Industrial Park,81,BUS
395,SUNRISE,147,081,0,0810,Kane/257th,To Troutdale Reynolds Industrial Park,81,BUS
397,NORTH TROUTDALE,147,081,0,0810,Kane/257th,To Troutdale Reynolds Industrial Park,81,BUS
423,CENTRAL CITY,147,081,0,0810,Kane/257th,To Troutdale Reynolds Industrial Park,81,BUS
426,TOWN CENTER,147,081,0,0810,Kane/257th,To Troutdale Reynolds Industrial Park,81,BUS
427,COLUMBIA,147,081,0,0810,Kane/257th,To Troutdale Reynolds Industrial Park,81,BUS
14,POWELL VALLEY,148,081,1,0811,Kane/257th,To Gresham Transit Center,81,BUS
57,NORTH CENTRAL,148,081,1,0811,Kane/257th,To Gresham Transit Center,81,BUS
175,GRESHAM - NORTHEAST,148,081,1,0811,Kane/257th,To Gresham Transit Center,81,BUS
395,SUNRISE,148,081,1,0811,Kane/257th,To Gresham Transit Center,81,BUS
397,NORTH TROUTDALE,148,081,1,0811,Kane/257th,To Gresham Transit Center,81,BUS
423,CENTRAL CITY,148,081,1,0811,Kane/257th,To Gresham Transit Center,81,BUS
426,TOWN CENTER,148,081,1,0811,Kane/257th,To Gresham Transit Center,81,BUS
427,COLUMBIA,148,081,1,0811,Kane/257th,To Gresham Transit Center,81,BUS
15,NORTH CLACKAMAS,49,031,1,0311,Webster Rd,To Clackamas Town Center,31,BUS
76,TWO RIVERS,49,031,1,0311,Webster Rd,To Clackamas Town Center,31,BUS
345,CLACKAMAS,49,031,1,0311,Webster Rd,To Clackamas Town Center,31,BUS
348,SOUTHGATE,49,031,1,0311,Webster Rd,To Clackamas Town Center,31,BUS
381,GLADSTONE,49,031,1,0311,Webster Rd,To Clackamas Town Center,31,BUS
15,NORTH CLACKAMAS,144,079,1,0791,Clackamas/Oregon City,To Clackamas Town Center,79,BUS
53,McLOUGHLIN,144,079,1,0791,Clackamas/Oregon City,To Clackamas Town Center,79,BUS
76,TWO RIVERS,144,079,1,0791,Clackamas/Oregon City,To Clackamas Town Center,79,BUS
345,CLACKAMAS,144,079,1,0791,Clackamas/Oregon City,To Clackamas Town Center,79,BUS
348,SOUTHGATE,144,079,1,0791,Clackamas/Oregon City,To Clackamas Town Center,79,BUS
381,GLADSTONE,144,079,1,0791,Clackamas/Oregon City,To Clackamas Town Center,79,BUS
15,NORTH CLACKAMAS,143,079,0,0790,Clackamas/Oregon City,To Oregon City Transit Center,79,BUS
53,McLOUGHLIN,143,079,0,0790,Clackamas/Oregon City,To Oregon City Transit Center,79,BUS
76,TWO RIVERS,143,079,0,0790,Clackamas/Oregon City,To Oregon City Transit Center,79,BUS
345,CLACKAMAS,143,079,0,0790,Clackamas/Oregon City,To Oregon City Transit Center,79,BUS
348,SOUTHGATE,143,079,0,0790,Clackamas/Oregon City,To Oregon City Transit Center,79,BUS
381,GLADSTONE,143,079,0,0790,Clackamas/Oregon City,To Oregon City Transit Center,79,BUS
15,NORTH CLACKAMAS,57,034,1,0341,Linwood/River Rd,To Clackamas Town Center,34,BUS
66,ARDENWALD-JOHNSON CREEK/WOODSTOCK,57,034,1,0341,Linwood/River Rd,To Clackamas Town Center,34,BUS
76,TWO RIVERS,57,034,1,0341,Linwood/River Rd,To Clackamas Town Center,34,BUS
100,ARDENWALD-JOHNSON CREEK,57,034,1,0341,Linwood/River Rd,To Clackamas Town Center,34,BUS
109,ISLAND STATION,57,034,1,0341,Linwood/River Rd,To Clackamas Town Center,34,BUS
343,ARDENWALD-JOHNSON CREEK,57,034,1,0341,Linwood/River Rd,To Clackamas Town Center,34,BUS
348,SOUTHGATE,57,034,1,0341,Linwood/River Rd,To Clackamas Town Center,34,BUS
349,ARDENWALD,57,034,1,0341,Linwood/River Rd,To Clackamas Town Center,34,BUS
352,LEWELLING,57,034,1,0341,Linwood/River Rd,To Clackamas Town Center,34,BUS
353,LINWOOD,57,034,1,0341,Linwood/River Rd,To Clackamas Town Center,34,BUS
354,NORTH MILWAUKIE INDUSTRIAL AREA,57,034,1,0341,Linwood/River Rd,To Clackamas Town Center,34,BUS
355,MILWAUKIE BUSINESS INDUSTRIAL,57,034,1,0341,Linwood/River Rd,To Clackamas Town Center,34,BUS
356,HISTORIC MILWAUKIE,57,034,1,0341,Linwood/River Rd,To Clackamas Town Center,34,BUS
380,JENNINGS LODGE,57,034,1,0341,Linwood/River Rd,To Clackamas Town Center,34,BUS
381,GLADSTONE,57,034,1,0341,Linwood/River Rd,To Clackamas Town Center,34,BUS
386,OAK GROVE COMMUNITY COUNCIL,57,034,1,0341,Linwood/River Rd,To Clackamas Town Center,34,BUS
15,NORTH CLACKAMAS,56,034,0,0340,Linwood/River Rd,To Oregon City Transit Center,34,BUS
66,ARDENWALD-JOHNSON CREEK/WOODSTOCK,56,034,0,0340,Linwood/River Rd,To Oregon City Transit Center,34,BUS
76,TWO RIVERS,56,034,0,0340,Linwood/River Rd,To Oregon City Transit Center,34,BUS
100,ARDENWALD-JOHNSON CREEK,56,034,0,0340,Linwood/River Rd,To Oregon City Transit Center,34,BUS
103,SELLWOOD-MORELAND IMPROVEMENT LEAGUE,56,034,0,0340,Linwood/River Rd,To Oregon City Transit Center,34,BUS
109,ISLAND STATION,56,034,0,0340,Linwood/River Rd,To Oregon City Transit Center,34,BUS
343,ARDENWALD-JOHNSON CREEK,56,034,0,0340,Linwood/River Rd,To Oregon City Transit Center,34,BUS
348,SOUTHGATE,56,034,0,0340,Linwood/River Rd,To Oregon City Transit Center,34,BUS
349,ARDENWALD,56,034,0,0340,Linwood/River Rd,To Oregon City Transit Center,34,BUS
352,LEWELLING,56,034,0,0340,Linwood/River Rd,To Oregon City Transit Center,34,BUS
353,LINWOOD,56,034,0,0340,Linwood/River Rd,To Oregon City Transit Center,34,BUS
354,NORTH MILWAUKIE INDUSTRIAL AREA,56,034,0,0340,Linwood/River Rd,To Oregon City Transit Center,34,BUS
355,MILWAUKIE BUSINESS INDUSTRIAL,56,034,0,0340,Linwood/River Rd,To Oregon City Transit Center,34,BUS
356,HISTORIC MILWAUKIE,56,034,0,0340,Linwood/River Rd,To Oregon City Transit Center,34,BUS
380,JENNINGS LODGE,56,034,0,0340,Linwood/River Rd,To Oregon City Transit Center,34,BUS
381,GLADSTONE,56,034,0,0340,Linwood/River Rd,To Oregon City Transit Center,34,BUS
386,OAK GROVE COMMUNITY COUNCIL,56,034,0,0340,Linwood/River Rd,To Oregon City Transit Center,34,BUS
15,NORTH CLACKAMAS,46,029,1,0291,Lake/Webster Rd,To Milwaukie,29,BUS
348,SOUTHGATE,46,029,1,0291,Lake/Webster Rd,To Milwaukie,29,BUS
351,LAKE ROAD,46,029,1,0291,Lake/Webster Rd,To Milwaukie,29,BUS
355,MILWAUKIE BUSINESS INDUSTRIAL,46,029,1,0291,Lake/Webster Rd,To Milwaukie,29,BUS
356,HISTORIC MILWAUKIE,46,029,1,0291,Lake/Webster Rd,To Milwaukie,29,BUS
386,OAK GROVE COMMUNITY COUNCIL,46,029,1,0291,Lake/Webster Rd,To Milwaukie,29,BUS
15,NORTH CLACKAMAS,45,029,0,0290,Lake/Webster Rd,To Clackamas Town Center,29,BUS
345,CLACKAMAS,45,029,0,0290,Lake/Webster Rd,To Clackamas Town Center,29,BUS
348,SOUTHGATE,45,029,0,0290,Lake/Webster Rd,To Clackamas Town Center,29,BUS
351,LAKE ROAD,45,029,0,0290,Lake/Webster Rd,To Clackamas Town Center,29,BUS
355,MILWAUKIE BUSINESS INDUSTRIAL,45,029,0,0290,Lake/Webster Rd,To Clackamas Town Center,29,BUS
356,HISTORIC MILWAUKIE,45,029,0,0290,Lake/Webster Rd,To Clackamas Town Center,29,BUS
386,OAK GROVE COMMUNITY COUNCIL,45,029,0,0290,Lake/Webster Rd,To Clackamas Town Center,29,BUS
15,NORTH CLACKAMAS,175,152,1,1521,Milwaukie,To Milwaukie,152,BUS
348,SOUTHGATE,175,152,1,1521,Milwaukie,To Milwaukie,152,BUS
